GeneID	GSM3518005	GSM3518006	GSM3518007	GSM3518008	GSM3518009	GSM3518010	GSM3518011	GSM3518012	GSM3518013
100287102	0.07933	0.2338	0.1581	0.1407	0.3567	0.3347	0.3744	0.2001	0.3735
653635	1.259	1.747	1.821	1.675	9.193	9.127	7.924	4.422	6.875
102466751	1.927	1.136	1.28	0.8542	5.199	6.505	4.547	1.62	5.184
107985730	0	0	0	0	0	0	0.1916	0.1024	0
100302278	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0.09787	0	0.04875	0.078
79501	0	0	0	0	0.1284	0	0	0	0
100996442	0.1741	0.2999	0.3379	0.368	1.035	1.401	1.643	0.6304	0.9905
729737	0.05986	0.127	0.1272	0.2441	1.055	0.7879	0.5649	0.9259	0.5152
102725121	0.1223	0.1442	0.1083	0.1084	0.44	0.4129	0.2566	0.1714	0.2742
102723897	1.34	1.886	2.125	1.748	9.57	10.3	8.838	4.943	7.908
102465909	1.927	1.136	1.28	0.8542	5.199	6.505	4.547	1.62	5.184
107985721	0	0.02854	0	0.0644	0.0871	0.1226	0.07618	0.06107	0.09771
112268260	0.03976	0.04686	0.09241	0.09692	0.1251	0.3523	0.3127	0.05849	0.2005
729759	0	0.08226	0.09269	0.1237	0	0.2356	0.3293	0.05867	0.09386
100132287	0.105	0.1414	0.1992	0.2526	1.294	0.9111	0.7784	0.895	0.7261
105378947	0	0	0	0.02479	0	0.0472	0.08798	0.04702	0.07523
101928626	0	0	0	0	0	0	0.1292	0	0
113219467	7620	1.001e+04	1.047e+04	1.169e+04	1.412e+04	1.732e+04	1.545e+04	6712	1.818e+04
81399	0.02267	0.02673	0.07529	0.07035	0.1427	0.2105	0.2853	0.03812	0.07624
100133331	0.1227	0.1446	0.2037	0.3806	1.517	1.061	0.9649	1.083	0.825
107984841	0.2123	0.3337	0.47	0.3764	2.545	1.672	1.892	1.368	0.9518
107984847	0.8107	0.9556	1.077	1.198	5.832	4.104	5.951	2.499	2.362
107984849	0.234	0.2759	0.3109	0.2075	1.263	1.185	2.577	0.5902	0.6295
100288069	0.2868	0.5634	0.6349	0.8474	3.352	3.146	3.007	2.531	2.057
105378580	0.4974	0.6314	0.7115	0.7801	2.087	2.002	3.792	1.019	2.041
400728	0.2697	0.1987	0.5373	0.3287	1.94	1.365	2.121	0.6518	1.088
79854	0.3483	0.7625	1.19	0.6616	2.327	2.855	2.426	0.7948	1.74
643837	3.243	3.48	8.154	5.788	18.39	17.72	16.92	3.777	20.25
107984850	0.05341	0.06295	0.2483	0.04734	0.5763	0.3605	0.42	0.06735	0.3232
284593	0.03841	0.04528	0.102	0.1021	0.2072	0.5186	0.6646	0.2583	0.4133
284600	0	0	0	0	0	0.05733	0.2404	0.1285	0
100130417	0.08702	0	0	0.1543	0.1565	0.3672	0.5475	0.4755	0.117
107985728	0.03595	0.06356	0.04775	0.03186	0.4525	0.6673	0.8764	0.6044	0.1209
148398	0.5894	0.3927	0.3744	0.5907	3.134	3.763	3.789	2.628	1.586
26155	5.205	4.875	6.346	5.225	27.74	29.44	20.64	8.412	22.22
339451	0.3	0.2593	0.4781	0.1595	1.115	1.687	1.007	0.6556	0.9413
84069	1.325	0.8679	1.326	0.9573	3.472	4.694	2.368	0.784	4.533
84808	13.47	6.56	12.76	8.549	40.39	69.93	35.13	11.03	51.35
57801	1.809	0.5632	0.816	0.9984	13.87	12.21	9.126	6.657	9.089
9636	4.218	10.31	3.826	3.465	9.25	17.53	17.96	9.772	10.1
375790	0.7096	0.7128	0.589	1.108	4.408	5.593	4.883	3.925	5.379
100288175	0	0	0	0	0	0	0	0.1131	0.09049
112267874	0.02424	0	0	0.02149	0	0	0	0	0
105378948	0	0.02645	0.02981	0.01989	0	0	0	0.03773	0.03018
401934	0	0	0	0	0	0.05821	0	0	0
54991	0.2694	0.2223	0.2505	0.3822	2.762	2.637	1.611	1.019	1.848
254099	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0
100506376	0	0	0	0.01391	0	0.1324	0	0	0.02111
254173	0	0.03596	0	0	0.05486	0.103	0.09597	0.02565	0.04103
8784	0	0	0	0.04728	0	0.04501	0	0.02242	0
7293	0.08925	0.06312	0.1897	0.4272	0.321	0.8134	0.8985	0.2701	4.514
51150	5.474	3.777	5.817	5.309	31.18	34.26	26.08	15.25	26.48
126792	1.262	1.68	1.055	1.45	6.722	6.348	6.467	2.376	5.467
388581	0.05006	0	0	0.08875	0.1801	0.2535	0.5512	0.1263	0.2693
118424	1.813	1.211	1.485	1.125	7.092	7.93	7.011	4.052	6.137
101928895	0.2353	0.4623	0.4688	0.3129	0.9873	1.655	1.542	0.4615	0.7912
6339	0.236	0.5817	0.3705	0.2092	0.4245	1.738	1.924	0.5953	0.8658
116983	2.055	1.502	2.362	1.743	13.97	12.97	8.595	4.552	10.75
102465434	0	0	0	0	1.932	0	0	0	0
109623456	1.56	0.9196	2.072	0.6915	16.84	6.583	6.135	1.967	10.49
126789	1.996	0.8753	1.726	0.9462	6.677	7.989	5.84	3.511	5.306
54973	7.428	7.61	8.542	5.082	31.33	26.71	20.35	12.07	24
102465435	0	0	0	0	1.813	0	3.171	0	2.712
80772	7.37	3.378	7.299	2.98	15.19	24.98	13.76	5.942	27.59
83756	0.1817	0.1713	0.2172	0.2416	2.352	1.778	1.314	0.4582	1.491
1855	8.252	6.031	8.644	5.056	33.14	33.84	19.33	11.26	35.8
102466740	0	0	0	0	0	0	0	0	0
54587	2.707	1.611	2.139	2.711	12.07	15.94	14.2	15.2	7.208
54998	18.28	12.28	15.01	11.39	58.76	63.42	41.74	29.62	62.36
81669	4.022	5.431	4.953	5.942	31.62	34.89	33.63	15.14	21.29
148413	2.212	2.961	2.838	2.459	11.66	14.3	9.199	4.412	8.975
55052	19.5	23.51	19.07	19.07	71.05	72.92	64.11	32.95	73.29
107984868	0.05101	0.06013	0.04517	0.09043	0.2446	0.287	0.5081	0.2001	0.1143
441869	0.2354	0.1388	0.1042	0.1217	0.4234	0.4304	0.6789	0.4948	0.2903
105378585	0.05753	0	0.2293	0.153	0.1035	0.5826	0.181	0.3386	0.2321
643965	0	0	0	0	0	0	0	0	0.1791
102724312	0.1098	0.1941	0.0729	0.146	0.6909	1.204	0.6043	0.323	0.1476
107985729	0.04479	0.0528	0.119	0.1985	0.725	0.4536	0.2818	0.3012	0.3615
64856	1.328	0.9973	0.5619	0.9569	5.903	6.697	5.071	3.924	2.374
219293	0.1865	0.09995	0.06758	0.07517	0.732	0.7441	0.6135	0.3137	0.593
83858	0.69	0.8626	0.7637	0.6858	4.343	4.905	3.832	2.074	3.276
55210	2.022	1.205	1.72	1.067	7.884	8.242	6.431	2.673	6.232
339453	0.1898	0.2237	0.3151	0.2103	0.8533	2.082	1.791	0.6781	1.276
29101	16.43	13.96	18.03	12.53	48.46	50.99	45.19	24.84	44.96
643988	0	0.2182	0.2459	0.2735	0.3329	1.874	0.5338	0.7781	1.162
105378586	0	0	0	0	0.206	0.58	0	0.2889	0.3082
142678	1.9	1.387	1.518	1.588	10.97	11.71	7.508	3.103	9.985
8510	1.826	1.006	0.8817	0.6935	8.74	4.681	5.333	3.428	5.102
984	1.938	2.054	2.274	2.277	11.7	11.18	9.308	4.962	9.474
728661	1.869	1.923	2.432	2.657	11.28	13.34	11.04	5.518	11.34
8511	4.846	2.728	2.114	1.603	18.08	10.38	12.4	7.54	12.06
728642	1.719	2.381	2.026	2.419	11.28	10.33	9.124	5.744	8.987
9906	1.212	1.662	2.421	1.855	7.494	9.169	9.845	3.284	7.452
112268218	0.387	0.2661	0.3855	0.2859	1.102	1.85	1.319	0.7862	1.128
65220	1.686	1.578	1.88	1.027	6.272	9.23	6.822	4.457	5.539
2782	17.14	15.92	19.13	17.26	65.5	82.17	88.5	40.74	57.03
105378949	0.2229	0.05255	0.1776	0.03952	0.8017	0.7523	0.4908	0.1499	0.2998
163688	0	0	0	0.05175	0.05249	0	0.1377	0	0.03926
339456	0	0	0.2793	0.06213	0.126	0	0.1102	0.1768	0.2828
85452	0	0	0.01176	0.00785	0	0.01494	0	0	0
107984872	0	0	0	0	0	0.03951	0	0	0
105378589	0	0.01627	0	0	0.04964	0.09317	0.06513	0.0116	0.03713
2563	0	0	0.01698	0.034	0.1149	0.2805	0.06032	0.08598	0.06878
105378590	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0
5590	0.3568	0.3049	0.462	0.4507	2.502	2.002	2.161	0.5999	2.195
100506504	0.1046	0.1849	0.06947	0.04636	1.035	1.059	0.4113	0.08793	0.8441
199990	0.4344	0.2757	0.3218	0.3629	1.998	2.002	1.945	1.454	1.91
112268219	0.1717	0.3181	0.3585	0.3697	2.559	2.36	1.621	0.66	1.716
105378593	0.1271	0.07492	0.2533	0.05634	0.2286	1.073	0.5998	0.1603	0.3419
6497	1.446	0.6285	1.291	1.728	11.33	11.63	10.43	5.583	5.625
79906	0.1268	0.137	0.07017	0.2342	1.045	0.7668	0.6482	0.4441	0.9237
100129534	0.02915	0.1374	0.1549	0.07752	0.7863	0.7871	0.5044	0.3186	0.4705
11079	8.354	5.74	8.336	6.196	32.81	37.11	32.98	14.97	28.73
5192	2.429	3.384	2.808	3.272	15.15	16.19	13.15	6.259	12.9
9651	0.008255	0.009731	0.01096	0.02927	0.1188	0.195	0.1169	0.06246	0.1221
55229	2.369	2.43	2.661	1.931	11.73	13.55	11.43	4.4	12.64
388585	0.1149	0	0	0.1019	0.3444	1.099	0.3012	0.1932	0.9272
115110	0.227	0.2508	0.4334	0.2767	1.99	2.011	1.384	0.6321	1.794
8764	0.8803	1.135	0.8587	0.7804	4.403	6.268	4.738	3.596	4.107
100996583	0	0.4427	0.3741	0.1664	1.351	0.7922	0.443	0.4735	1.136
127281	0.7027	0.5878	0.7527	0.5224	1.712	2.869	2.852	0.8956	1.829
79258	0.1183	0.06973	0.07858	0.01748	0.1419	0.1664	0.1861	0.06631	0.07957
105378597	0	0	0	0.05532	0.2245	0	0.09816	0.05247	0
100287898	0.02777	0.06546	0.04917	0.07384	0.4661	0.4061	0.262	0.2179	0.2614
105378603	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0
440556	1.005	0.542	1.086	0.6793	3.675	5.748	3.723	0.8303	3.917
63976	0.5048	0.3907	0.6705	0.7346	4.417	3.497	3.045	0.8867	2.432
100422968	0	0	1.427	0	3.864	1.813	3.379	2.709	0
105378606	0.05303	0.0125	0.1972	0.09401	0.782	0.5906	0.3837	0.1159	0.3423
107984909	0.1332	0.06282	0.1062	0.1417	1.342	1.034	0.6287	0.1792	0.6093
105378605	0.09953	0.02346	0.05288	0.1059	0.7518	0.7391	0.5636	0.1339	0.3748
105378604	0.2327	0.04571	0.4314	0.2793	1.77	1.538	1.136	0.3871	0.8476
27237	0.1155	0.1167	0.1315	0	0.1781	0.1392	0.2336	0.01387	0.08878
1953	0.2874	0.3477	0.4319	0.4223	2.761	2.591	3.557	2.282	2.217
105378608	0	0	0	0	0	0.1464	0.03411	0.05469	0.02916
693135	0	0	0	0	0	0	0	0.5738	0
105378607	0	0	0.08792	0	0	0	0	0	0
127262	6.578	6.82	7.069	7.016	44.52	51.54	42.5	16.43	29.48
49856	1.648	1.14	1.999	1.461	8.827	11	8.453	4.126	7.325
7161	0.02353	0.09706	0.07812	0.146	0.5288	0.5161	0.5365	0.2077	0.2373
105378610	0	0	0	0	0	0	0	0	0.04073
105378609	0	0	0	0.08193	0	0	0	0	0
57212	1.249	1.364	1.874	1.521	10.1	9.183	7.569	3.687	7.1
148870	0	0.02101	0.04736	0.0316	0.1282	0.1805	0.08412	0	0.1918
388588	1.83	1.213	1.367	0.5069	6.376	3.281	2.878	3.653	2.307
57470	3.746	3.088	4.187	5.184	33.47	27.45	22.61	9.589	19.7
9731	1.637	1.79	2.512	2.728	13.2	13.83	13.19	4.185	9.437
1677	0.3072	0.2816	0.3627	0.353	1.473	2.362	1.843	0.9277	1.637
107984910	0.05771	0.03401	0.03833	0.02558	0.3114	0.3409	0.59	0.2183	0.1164
339448	0.9808	1.264	1.099	0.9238	3.445	5.638	5.52	2.358	3.751
100133612	0.1007	0.07914	0.04459	0.08928	0.1207	0	0	0.1129	0.2709
728716	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0
105376673	0	0.02549	0	0	0	0	0	0	0
284661	0	0	0	0.02801	0	0	0	0	0
105376674	0	0	0.1482	0	0	0	0	0	0
105376679	0	0	0.08467	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0
55966	0.01003	0	0.01333	0.08894	0.05413	0.1524	0.2288	0.06326	0.06072
105376680	0	0	0	0	0	0	0	0	0
102724429	0	0	0.08282	0.05527	0	0	0	0	0
105376681	0	0	0.1872	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0
107984911	0	0.02601	0.02931	0	0	0	0	0	0
105376686	0	0	0	0	0	0.03987	0	0	0.03177
100616421	0	0	0	0	0	1.58	1.472	0	0
261734	0.1882	0.2219	0.25	0.2503	1.664	1.773	1.764	0.9955	1.255
8514	1.284	1.571	1.705	1.528	9.19	9.945	6.519	2.909	12.12
26038	0	0.007842	0.008837	0.02949	0.5862	0.1572	0.09418	0.09508	0
105376687	0	0	0	0	0.366	0	0	0	0
6146	24.01	26.16	25.85	24.3	89.83	87.41	94.72	62.28	86.47
107985733	1.378	1.477	1.498	0.8885	11.04	8.881	5.912	2.001	6.235
102724450	0.3467	0.4087	0.6908	0.3073	3.429	5.559	1.909	0.7287	2.798
388591	4.736	7.134	6.325	6.772	36.53	26.98	26.12	6.466	28.66
23463	8.266	7.705	13.58	9.338	39.18	47.09	38.17	13.97	29.95
148645	0	0	0	0.03538	0	0	0	0.03355	0
390992	0	0	0	0	0	0	0	0	0
387509	0.5919	0.4599	0.5182	0.3578	2.226	2.452	5.269	2.499	4.252
11332	0.7597	0.8623	0.7848	0.5737	3.491	4.321	3.319	1.987	2.46
54626	0	0	0.02042	0.01363	0	0	0	0	0
83715	0.02993	0.02646	0.02982	0.02653	0.1211	0.1768	0.2354	0.08807	0.1208
100422975	0	0	0	0	0	0	0	0	0
8718	0.2736	0.7257	1.181	0.7883	4.736	6.696	6.778	1.926	5.198
57449	0.8016	1.501	1.546	1.771	6.813	10.28	8.463	3.646	9.688
79707	1.46	2.054	2.27	2.626	11.01	10.52	10.54	3.529	7.823
80835	0.04619	0.01815	0.02045	0.04095	0.02769	0	0.04844	0.02589	0.02071
107984912	0.1469	0	0	0	0	0.248	0	0.1235	0
3104	0.6978	0.7454	1.448	0.9665	6.157	5.999	5.797	2.512	5.397
9903	4.166	3.91	5.992	5.775	27.13	43.17	26.69	8.209	42.9
107984913	0.3325	0.3919	0.6624	0.1768	1.794	2.02	2.249	0.7546	1.252
148479	0.5114	0.6832	0.4755	0.9067	4.721	5.725	4.88	2.279	2.683
90326	1.629	1.611	2.164	1.817	9.926	10.85	8.929	4.286	8.766
55735	5.942	7.244	9.461	9.056	36.53	42.83	33.77	10.73	38.68
100505887	0	0	0	0	0	0	0	0	0
110841581	0.1187	0.4198	0	0.3157	0.427	1.402	2.427	0.8982	0.6387
23261	0.8072	0.8756	0.7964	0.9852	2.956	3.608	4.803	1.655	2.49
105376692	0	0	0	0	0	0.04755	0	0.02368	0
102725193	0	0	0.234	0	0.3168	0	0.2771	0.07404	0
101928836	0	0	0.05881	0	0.07963	0.07472	0.1393	0	0.05955
105376691	0	0	0	0	0	0	0	0	0
105376689	0.09881	0.05176	0.02916	0.1265	0.2764	0.4261	0.7771	0.1107	0.2067
9341	13.8	14.09	15.18	15.83	49.99	58.09	69.15	26.07	41.77
8863	1.765	2.253	1.843	4.195	12.06	13.25	23.18	7.607	13.83
10911	0	0.04538	0	0	0.3462	0.3249	0.1817	0.1618	0.3107
3604	0	0.04497	0.01267	0.01691	0.03431	0.0322	0.06001	0.02406	0.02566
11315	33.2	35.98	34.78	27.01	138.2	168.1	135.7	72.88	141.8
54206	0.9504	0.8374	1.479	1.37	2.935	5.103	7.127	2.252	3.112
107984915	0	0	0	0	0	0.1018	0.09491	0	0
102724539	0	0	0	0	0	0	0.2074	0	0
105376695	0	0	0	0	0	0	0	0	0
50651	0.1798	0.1817	0.06824	0.1366	1.155	0.5202	0.8889	0.3671	0.4491
473	6.293	5.639	6.991	9.284	42.78	34.34	31.62	14.28	19.11
102724552	0.5665	0.8904	1.003	0.5859	4.585	3.346	2.376	1.27	1.905
106632271	0.5748	0.6776	1.527	0.5096	3.101	0	2.712	1.45	0
2023	23.63	22.48	20.57	14.66	92.46	79.28	69.26	37.84	77.96
102465436	0	0	0.978	0	0	1.243	0	0	0.9903
100505975	0	0	0	0.2599	0	0.2474	0.4612	0.1232	0.7887
112268261	0.04248	0.06259	0.0141	0.02824	0.2292	0.2867	0.2672	0.1518	0.1857
765	0	0.04786	0	0	0	0	0	0	0
155184	0	0	0	0.02795	0	0	0	0.05302	0.08483
6518	0.1557	0.3147	0.2512	0.5325	1.02	1.427	1.767	0.159	0.9874
80045	2.122	1.391	2.869	2.371	10.45	15.17	10.51	2.702	10.34
106614088	0.2207	0.223	0.3978	0.517	1.446	2.315	3	0.9276	1.399
407040	0.5957	0.7022	0.7913	0	0	1.005	0.937	0.5008	0
102724571	0	0.07866	0.1773	0	0.24	0.5631	0.3149	0.4488	0.6283
9563	2.318	2.104	3.684	3.153	15.95	16.19	14.75	6.488	10.64
80176	1.435	0.945	2.074	1.309	7.209	10.36	5.841	3.583	3.604
100506022	0.1344	0.2218	0.1428	0.3097	0.6284	1.769	1.607	0.5875	0.6146
84275	1.177	1.504	1.912	0.7393	4.353	4.775	3.987	2.103	2.705
199953	0.6504	0.4751	0.6206	0.5766	5.503	3.896	2.911	1.409	2.982
107985734	0	0.07009	0	0.05271	0.4278	0.3011	0.3741	0.04999	0.2399
105376712	0	0	0	0	0.2666	0	0	0.1246	0
5293	0.5383	0.5857	0.825	0.3579	1.824	3.25	2.638	1.575	2.506
644997	0.07189	0.04237	0.04775	0.06373	0	0.06066	0.05654	0	0.2901
101929074	0.1368	0.08063	0.2726	0	0.246	0.1154	0.3228	0.46	0.092
22883	6.084	6.155	7.001	7.958	43.45	44.83	38.22	17.18	24.13
56998	6.965	5.473	6.167	4.863	17.04	21.45	17.7	6.658	20.83
105376717	1.216	1.115	0.7179	0.5989	4.374	5.245	1.275	1.022	2.544
84328	4.101	4.51	4.218	3.635	13.67	15.45	16.6	6.317	13.05
64802	2.394	2.416	3.015	3.232	10.24	15.49	12.42	3.932	11.64
113391335	0.1476	0.8698	0.3921	0	3.185	4.982	6.268	0.3722	4.764
100847055	0	0.9903	0	0	4.533	2.836	2.643	0	3.39
116362	11.47	16.37	8.911	6.57	20.76	16.06	28.71	13.51	27.38
10277	5.303	7.044	8.497	7.337	34.31	31.31	30.43	9.694	23.21
23095	8.062	8.816	11.23	9.907	49.1	51.35	39.6	13.13	39.2
105376725	0.2261	0.2132	0.1201	0.3608	1.22	1.526	1.992	0.4562	0.6083
5226	4.982	4.904	8.447	3.876	16.11	17.17	13.67	8.532	15.68
100526739	0.1999	0.3927	0.354	0.3544	1.198	1.349	1.729	0.9522	1.792
378708	0.2525	0.5457	0.559	0.4477	1.589	2.131	2.449	1.486	2.547
1325	0.0717	0.08451	0.09523	0.06355	0.3868	0.847	0.4511	0.1205	0.3857
1676	2.403	2.258	3.074	2.767	11.1	12.18	13.31	3.839	9.517
5195	0.7518	0.6293	1.013	0.9466	4.331	3.898	3.616	1.667	3.561
54897	1.466	1.113	1.567	1.933	13.88	8.93	7.671	3.258	7.329
105376733	0	0.02965	0	0.0223	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0	0
148345	0.0898	0.1058	0.05964	0.0796	0.2422	0.5304	0.565	0.1321	0.4227
23435	5.473	6.215	6.505	6.695	30	30.16	32.7	14.16	25.5
10747	0.4878	0.8337	1.166	1.124	4.035	4.857	4.872	1.538	2.821
6723	5.343	2.759	3.636	3.64	27.95	18.03	12.85	15	16.04
5394	3.823	5.618	5.056	4.377	18.9	22.86	22.55	8.259	16.7
105376736	0.5398	0.6363	0.5736	0.4785	1.165	1.458	1.019	0.6353	1.162
2475	4.951	6.247	7.458	6.45	33.62	36.09	29.19	9.216	25.31
100873935	0.5569	1.422	1.233	1.07	5.008	3.916	4.234	1.483	3.62
10218	0.2619	0.1852	0.7305	0.7894	2.308	3.182	6.262	1.189	1.55
29914	0.6927	0.5988	0.9201	0.9415	3.696	3.416	3.087	1.411	2.816
105376737	0	0	0	0.02974	0.181	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0
105376740	0	0	0.0923	0	0.125	0.1173	0.1093	0	0.09346
57540	0.008728	0.04115	0	0.01547	0.0157	0.07365	0.01373	0	0.02348
112268221	0	0	0.02376	0	0.03217	0.03019	0	0	0
101929181	0.051	0	0	0.04521	0	0.1721	0	0.04287	0.06859
26232	0.2546	0.5402	0.2705	0.1354	0.7325	1.976	1.442	0.8561	0.8218
93611	1.046	1.254	0.9581	1.582	6.615	6.573	4.51	3.108	5.796
26270	0.9517	1.362	1.761	0.9039	5.318	4.99	3.047	1.857	5.44
10459	1.185	1.056	1.113	0.9225	6.394	6.976	5.32	3.475	4.432
374946	0	0.00858	0	0.0129	0.02618	0.06142	0.103	0.01836	0.1077
57085	2.042	1.233	2.249	1.942	15.04	13.78	11.04	6.698	9.175
284498	0.5603	0.4634	0.483	0.5751	3.252	3.5	2.922	1.107	2.882
102724659	0	0	0	0	0	0.1184	0.1104	0.02949	0
4524	2.552	2.482	2.708	3.232	15.68	17.63	16.5	5.893	13.82
1185	1.16	1.583	2.135	2.229	11.62	9.687	10.08	3.918	7.612
100379251	3.115	10.13	2.88	109.1	158.8	649.6	1236	496.1	7.742
4878	32.34	99.11	18.22	1108	1956	7785	1.301e+04	7508	58.96
4879	2.592	12.11	1.967	142.8	1113	1998	1625	915.5	17.93
26829	37.45	10.39	29.99	15.13	61.4	36.24	34.65	47.22	22.96
90231	4.114	3.589	5.125	4.204	22.78	25.54	20.77	7.973	18.73
5351	14.02	5.749	13.15	8.163	40.72	39.21	33.53	17.76	26.58
9927	57.34	69.68	85.16	65.34	341.1	373.4	250.1	79.46	293.7
60672	1.357	1.04	1.127	1.444	8.178	7.732	4.484	4.821	5.158
102466982	0	0	0	0.8937	0	0	0	0	0
943	0.1865	0.1832	0.3716	0.1516	1.118	0.9706	0.6356	0.2744	0.4181
102465836	0	0	0	0	0	1.152	0	0	0.9181
7133	2.041	2.317	2.914	1.877	7.479	11.19	8.257	4.744	7.009
100616438	0	0	0	0	1.932	0	0	0	1.445
107984917	0	0	0.03656	0.09759	0.2475	0.4645	0.4329	0.2545	0.2221
55187	9.519	10.28	15.43	14.12	52.33	66.93	55.18	15.8	46.97
677885	5.173	3.049	5.726	3.057	10.08	10.91	12.88	7.249	13.34
105376744	0.04739	0.05586	0.04197	0.04201	0.1421	0.1866	0.1242	0.1062	0.1275
9249	7.224	4.126	8.233	8.005	22.13	37.67	31	14.4	24.5
102466722	0	1.153	0	0	7.036	0	1.538	2.467	1.315
343066	0	0	0	0	0	0	0	0.0265	0.04239
126767	0	0	0.02146	0	0	0	0	0.05434	0
93190	0	0	0.02442	0	0	0	0	0.01546	0
390999	0	0	0	0.06531	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0
343069	1.4	1.584	1.934	2.88	4.835	4.726	5.638	1.883	4.821
65122	0	0	0	0.03	0	0	0	0	0
400735	0	0	0.0473	0	0	0	0	0	0
343071	0	0.05065	0	0	0	0	0	0	0
441871	0	0	0.05587	0.03728	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0.2199	0	0	0
441873	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0.04995	0	0	0
440563	1.02	1.27	1.581	2.613	3.976	4.114	5.082	1.573	4.041
645354	0	0	0	0	0	0.04995	0	0	0
645359	0	0	0	0	0	0	0	0	0
101060301	0	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0
343068	0.03533	0	0	0	0	0	0	0	0
391002	0	0	0.05193	0.03466	0	0	0	0	0
645382	0	0.05088	0	0	0	0	0	0	0
653619	0	0	0.04667	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0
645414	0	0	0	0.02736	0	0	0	0	0
391004	0	0	0	0	0.07468	0	0	0	0
645425	0	0	0	0	0	0	0	0	0
126755	0	0.03563	0.04015	0.3751	0.4349	0.5101	0.1426	0.3557	0.04065
102724856	0.3286	0.1937	0.187	0.3953	1.477	1.03	1.218	0.9076	0.6313
107984918	0	0	0	0.04607	0	0.1754	0	0.04369	0
10630	1.919	1.033	2.022	1.756	7.576	7.18	4.297	0.9468	7.938
107984919	0	0	0	0	0.1665	0.05209	0.1457	0.0519	0.08303
105378612	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0
7799	2.288	2.651	3.22	4.051	15.29	13.63	13.48	5.765	7.387
23254	0.06483	0.06209	0.1184	0.1114	0.4809	0.6838	0.6692	0.3713	0.7248
107985467	0.01547	0.2371	0.3905	0.05487	0.02783	0.1306	0.3407	0.4163	0.1457
107985468	0	0.1861	0.8389	0.14	0	0.2665	0.7451	0.3982	0.2124
105376762	0	0.2478	0	0	0	0	0.1653	0.2651	0.07068
105376759	0.01213	0.05721	0.08058	0.05378	0.06546	0.1024	0.1908	0.1734	0.08159
107985469	0	0	0.03766	0.02514	0	0	0.1338	0.07151	0.1144
200197	0.04695	0.0332	0.07483	0.05826	0.3208	0.3328	0.2954	0.2052	0.4167
55092	0.9101	0.4951	0.6819	0.4137	2.098	1.654	1.835	1.001	2.04
727684	0.03924	0.2313	0.5212	0.1044	0.7057	1.126	1.79	0.2309	0.5805
114827	0	0.00996	0.04489	0.01498	0.1976	0.1854	0.1063	0.02131	0.1477
101927417	0	0.02482	0	0.1307	1.742	0.3554	0.5631	0.2301	1.02
101927441	0.01852	0.03274	0.04919	0.07386	0.2331	0.375	0.2039	0.0934	0.1743
79180	2.002	2.36	1.905	2.111	11.63	8.584	6.128	4.799	8.333
11330	0	0.02215	0.04991	0	0.03379	0.03171	0.02955	0.01579	0.02527
63036	0.07154	0	0.09502	0.06342	0	0.1207	0	0.1203	0.09622
105376767	0	0	0	0.1397	0	0	0.1653	0.04418	0
51032	0.07162	0	0.09513	0.2539	0	0.6043	0.4506	0.5419	0.3853
842	0.7019	0.8642	1.16	1.576	5.162	5.37	4.588	1.849	4.322
23341	2.354	2.546	3.06	2.79	9.681	12.05	10.72	3.589	9.261
107397391	0	0	0.6262	0	1.696	3.182	1.483	0	0.6341
79814	0.08469	0.07487	0.08437	0.1126	0.2285	0.3216	0.5662	0.1602	0.3417
84301	3.366	3.498	3.696	4.798	16.27	23.2	21.4	6.032	14.15
6248	3.195	3.699	3.868	4.937	15.2	21.95	21.17	5.941	12.81
23207	6.018	6.164	9.003	7.018	48.28	38.98	29.02	15.88	34.19
284723	2.194	2.307	3.289	1.222	7.599	10.53	7.346	2.069	6.321
